user_id,item_id,item_name,category,rating,review_text,timestamp
830,148,Màn hình M1148,Màn hình,5,"Đáng tiền, độ chuẩn màu cực kỳ tốt, giao hàng nhanh!",2025-06-06 08:30:00
441,495,Đồng hồ S545,Đồng hồ thông minh,1,"Chất lượng kém, mặt đồng hồ không như mô tả, kết nối không ổn định.",2024-06-04 03:19:00
188,176,Tablet T356,Máy tính bảng,5,"Không có gì để chê, loa hoàn hảo!",2025-05-18 09:20:00
766,370,Router R1410,Router,5,"Rất ưng ý, vùng phủ xuất sắc, dễ sử dụng!",2024-01-31 13:19:00
605,374,Điện thoại X114 Pro,Điện thoại,2,"Chưa hài lòng, màn hình bình thường, hay giật lag.",2025-03-10 05:42:00
825,367,Laptop L247 Ultra,Laptop,5,"Rất ưng ý, bàn phím xuất sắc, thiết kế đẹp!",2025-09-15 10:42:00
292,189,Router R1429,Router,1,"Chất lượng kém, vùng phủ không như mô tả, hay giật lag.",2024-10-23 10:10:00
526,363,Giày G843,Giày,4,"Đáng mua, độ bám mượt, dễ sử dụng.",2024-11-02 16:07:00
562,32,Tai nghe A432,Tai nghe,3,"Dùng được, chống ồn tạm được, bị trầy nhẹ khi nhận.",2025-05-29 08:39:00
350,486,Đồng hồ S536,Đồng hồ thông minh,2,"Sản phẩm có điểm cộng nhỏ, nhưng kết nối không ổn định.",2025-04-17 17:34:00
494,56,Máy ảnh C616,Máy ảnh,5,"Tuyệt vời, chất lượng ảnh vượt kỳ vọng, dễ sử dụng!",2024-01-16 10:40:00
809,391,Máy in P1501,Máy in,2,"Giá chưa tương xứng, chất lượng bản in dưới kỳ vọng.",2024-11-23 22:27:00
77,337,Áo thun Q767,Quần áo,2,"Sản phẩm có điểm cộng nhỏ, nhưng đường may lỗi.",2025-09-13 07:43:00
800,11,Bàn phím K1211,Bàn phím,4,"Hài lòng, độ ồn tốt, thiết kế đẹp.",2025-05-18 03:25:00
305,67,Laptop L267 Ultra,Laptop,2,"Giá chưa tương xứng, bàn phím dưới kỳ vọng.",2025-07-27 01:52:00
982,247,Tai nghe A437,Tai nghe,1,"Dùng 1 thời gian ngắn đã gặp lỗi, chống ồn tệ.",2024-09-05 14:03:00
600,446,Tai nghe A426,Tai nghe,5,"Không có gì để chê, âm bass hoàn hảo!",2025-08-26 12:37:00
918,152,Tablet T332,Máy tính bảng,5,"Đáng tiền, loa cực kỳ tốt, đóng gói cẩn thận!",2025-07-18 12:37:00
876,35,Đồng hồ S535,Đồng hồ thông minh,2,"Giá chưa tương xứng, pin dưới kỳ vọng.",2024-08-24 00:50:00
344,216,Máy in P1506,Máy in,3,"Không nổi bật, chi phí mực bình thường, phụ kiện đầy đủ.",2024-02-15 04:20:00
97,147,Máy in P1527,Máy in,5,"Rất ưng ý, chi phí mực xuất sắc, thiết kế đẹp!",2024-01-29 02:10:00
14,27,Bàn phím K1227,Bàn phím,2,"Tạm ổn nhưng độ nảy yếu, kết nối không ổn định.",2024-07-12 12:32:00
458,447,Sách S1047,Sách,1,"Chất lượng kém, biên tập không như mô tả, kết nối không ổn định.",2024-03-13 20:21:00
693,374,Điện thoại X114 Pro,Điện thoại,3,"Mức trung bình, camera ổn, bảo hành rõ ràng nhưng bị trầy nhẹ khi nhận.",2025-08-19 18:13:00
744,279,Bàn phím K1239,Bàn phím,4,"Hài lòng, độ nảy tốt, phụ kiện đầy đủ.",2024-08-11 08:29:00
406,284,Máy ảnh C604,Máy ảnh,5,"Đáng tiền, chất lượng ảnh cực kỳ tốt, đóng gói cẩn thận!",2024-04-04 07:52:00
305,361,Tablet T301,Máy tính bảng,1,"Dùng 1 thời gian ngắn đã gặp lỗi, đa nhiệm tệ.",2025-04-29 01:37:00
447,325,Giày G805,Giày,2,"Giá chưa tương xứng, êm ái dưới kỳ vọng.",2025-09-14 20:46:00
853,33,Giày G833,Giày,1,"Rất thất vọng: độ bền cực kỳ yếu, đường may lỗi.",2024-08-28 21:42:00
934,121,Tai nghe A451,Tai nghe,1,"Rất thất vọng: độ thoải mái cực kỳ yếu, độ bền kém.",2025-03-14 09:57:00
234,234,Máy in P1524,Máy in,2,"Sản phẩm có điểm cộng nhỏ, nhưng màu sắc không đúng mô tả.",2025-02-11 05:02:00
372,196,Balo B956,Balo,2,"Sản phẩm có điểm cộng nhỏ, nhưng màu sắc không đúng mô tả.",2025-09-06 02:01:00
969,151,Đồng hồ S501,Đồng hồ thông minh,3,"Dùng được, mặt đồng hồ tạm được, đóng gói sơ sài.",2024-07-06 10:57:00
536,437,Sách S1037,Sách,1,"Dùng 1 thời gian ngắn đã gặp lỗi, giấy in tệ.",2024-09-06 15:23:00
886,234,Máy in P1524,Máy in,3,"Mức trung bình, chất lượng bản in ổn, dễ sử dụng nhưng dịch vụ hậu mãi chưa tốt.",2024-01-17 06:03:00
950,246,Đồng hồ S546,Đồng hồ thông minh,5,"Không có gì để chê, mặt đồng hồ hoàn hảo!",2025-01-30 19:27:00
644,44,Máy ảnh C604,Máy ảnh,5,"Không có gì để chê, ổn định hình ảnh hoàn hảo!",2024-02-24 04:48:00
50,58,Đồng hồ S508,Đồng hồ thông minh,1,"Trải nghiệm tệ, pin kém; sản phẩm không đáng tiền.",2024-06-14 23:19:00
354,135,Laptop L255 Ultra,Laptop,2,"Sản phẩm có điểm cộng nhỏ, nhưng kết nối không ổn định.",2025-06-14 07:36:00
165,178,Màn hình M1128,Màn hình,1,"Chất lượng kém, độ sáng không như mô tả, hay giật lag.",2025-05-27 18:30:00
301,356,Tai nghe A406,Tai nghe,2,"Tạm ổn nhưng kết nối Bluetooth yếu, hay giật lag.",2024-03-15 16:32:00
272,60,Điện thoại X160 Pro,Điện thoại,2,"Giá chưa tương xứng, màn hình dưới kỳ vọng.",2025-06-09 20:49:00
612,108,Màn hình M1108,Màn hình,1,"Trải nghiệm tệ, độ phân giải kém; sản phẩm không đáng tiền.",2024-09-03 16:01:00
608,11,Bàn phím K1211,Bàn phím,4,"Hài lòng, hành trình phím tốt, bảo hành rõ ràng.",2025-04-12 08:02:00
721,8,Bàn phím K1208,Bàn phím,1,"Trải nghiệm tệ, độ ồn kém; sản phẩm không đáng tiền.",2024-06-29 17:26:00
853,445,Sách S1045,Sách,3,"Mức trung bình, biên tập ổn, dịch vụ hỗ trợ tốt nhưng đóng gói sơ sài.",2025-05-20 17:20:00
736,181,Laptop L221 Ultra,Laptop,3,"Dùng được, bàn phím tạm được, dịch vụ hậu mãi chưa tốt.",2024-01-24 00:31:00
964,59,Chuột M1359,Chuột,4,"Hài lòng, cầm nắm tốt, thiết kế đẹp.",2024-09-02 13:40:00
584,227,Máy ảnh C627,Máy ảnh,4,"Chất lượng ổn định, chất lượng ảnh đáng khen, dịch vụ hỗ trợ tốt.",2024-02-23 17:16:00
112,44,Máy ảnh C604,Máy ảnh,4,"Hài lòng, ổn định hình ảnh tốt, dịch vụ hỗ trợ tốt.",2025-01-01 12:24:00
119,328,Giày G808,Giày,5,"Đáng tiền, êm ái cực kỳ tốt, giá hợp lý!",2025-08-02 04:13:00
961,104,Màn hình M1104,Màn hình,5,"Tuyệt vời, độ phân giải vượt kỳ vọng, thiết kế đẹp!",2024-04-19 22:32:00
36,15,Sách S1015,Sách,2,"Chưa hài lòng, biên tập bình thường, size không chuẩn.",2025-02-04 11:03:00
551,269,Router R1429,Router,3,"Mức trung bình, vùng phủ ổn, giao hàng nhanh nhưng hướng dẫn sử dụng khó hiểu.",2024-05-09 00:03:00
336,276,Bàn phím K1236,Bàn phím,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ nảy tệ.",2025-07-23 00:31:00
78,496,Tablet T316,Máy tính bảng,4,"Trải nghiệm tốt, đa nhiệm đáp ứng nhu cầu.",2024-10-11 17:01:00
745,118,Màn hình M1118,Màn hình,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ sáng tệ.",2025-07-18 15:14:00
500,433,Laptop L233 Ultra,Laptop,2,"Tạm ổn nhưng thời lượng pin yếu, hay giật lag.",2024-06-12 09:31:00
314,81,Màn hình M1131,Màn hình,5,"Đáng tiền, độ chuẩn màu cực kỳ tốt, phụ kiện đầy đủ!",2024-11-20 19:16:00
592,95,Máy ảnh C615,Máy ảnh,2,"Chưa hài lòng, lấy nét bình thường, màu sắc không đúng mô tả.",2024-06-23 05:21:00
208,401,Giày G801,Giày,5,"Không có gì để chê, êm ái hoàn hảo!",2025-05-18 22:10:00
515,367,Laptop L247 Ultra,Laptop,1,"Chất lượng kém, màn hình không như mô tả, máy nóng.",2025-08-31 21:27:00
582,10,Màn hình M1110,Màn hình,3,"Không nổi bật, độ phân giải bình thường, giao hàng nhanh.",2024-05-24 11:57:00
730,132,Máy ảnh C612,Máy ảnh,3,"Dùng được, lấy nét tạm được, bị trầy nhẹ khi nhận.",2024-10-09 04:52:00
786,65,Máy in P1505,Máy in,2,"Sản phẩm có điểm cộng nhỏ, nhưng kết nối không ổn định.",2025-07-20 12:22:00
710,240,Laptop L200 Ultra,Laptop,1,"Dùng 1 thời gian ngắn đã gặp lỗi, tản nhiệt tệ.",2025-04-14 04:23:00
561,270,Sách S1070,Sách,3,"Mức trung bình, biên tập ổn, thiết kế đẹp nhưng giá hơi cao.",2025-08-05 08:36:00
356,404,Bàn phím K1244,Bàn phím,4,"Đáng mua, hành trình phím mượt, thiết kế đẹp.",2024-08-04 03:56:00
556,264,Giày G824,Giày,5,"Rất ưng ý, êm ái xuất sắc, dễ sử dụng!",2024-09-09 23:12:00
153,186,Balo B946,Balo,4,"Trải nghiệm tốt, độ bền đáp ứng nhu cầu.",2024-05-23 08:20:00
485,54,Máy ảnh C614,Máy ảnh,3,"Dùng được, ổn định hình ảnh tạm được, hướng dẫn sử dụng khó hiểu.",2025-07-21 10:25:00
661,437,Sách S1037,Sách,2,"Chưa hài lòng, nội dung bình thường, kết nối không ổn định.",2025-09-06 02:19:00
711,127,Điện thoại X137 Pro,Điện thoại,2,"Giá chưa tương xứng, sạc nhanh dưới kỳ vọng.",2025-01-31 22:29:00
743,27,Bàn phím K1227,Bàn phím,5,"Không có gì để chê, độ nảy hoàn hảo!",2024-02-16 18:28:00
942,154,Bàn phím K1234,Bàn phím,2,"Chưa hài lòng, độ nảy bình thường, size không chuẩn.",2024-11-11 12:17:00
938,349,Bàn phím K1249,Bàn phím,2,"Sản phẩm có điểm cộng nhỏ, nhưng pin tụt nhanh.",2024-11-20 22:55:00
196,256,Router R1416,Router,3,"Dùng được, tốc độ tạm được, bị trầy nhẹ khi nhận.",2024-12-02 09:57:00
776,223,Balo B913,Balo,5,"Không có gì để chê, độ bền hoàn hảo!",2025-04-14 11:20:00
493,378,Điện thoại X118 Pro,Điện thoại,2,"Tạm ổn nhưng sạc nhanh yếu, máy nóng.",2025-01-14 09:51:00
884,5,Tai nghe A405,Tai nghe,5,"Rất ưng ý, độ thoải mái xuất sắc, giao hàng nhanh!",2025-09-22 12:54:00
638,186,Balo B946,Balo,1,"Trải nghiệm tệ, độ bền kém; sản phẩm không đáng tiền.",2025-01-18 02:51:00
142,133,Áo thun Q743,Quần áo,3,"Ổn trong tầm giá, form dáng vừa phải.",2024-09-30 07:07:00
674,240,Laptop L200 Ultra,Laptop,4,"Hài lòng, tản nhiệt tốt, phụ kiện đầy đủ.",2025-08-12 15:22:00
593,112,Tai nghe A442,Tai nghe,4,"Chất lượng ổn định, âm bass đáng khen, giao hàng nhanh.",2025-06-29 02:13:00
357,48,Chuột M1348,Chuột,1,"Trải nghiệm tệ, độ nhạy kém; sản phẩm không đáng tiền.",2024-03-26 04:41:00
440,255,Giày G815,Giày,5,"Tuyệt vời, độ bền vượt kỳ vọng, dịch vụ hỗ trợ tốt!",2025-06-09 23:52:00
270,404,Bàn phím K1244,Bàn phím,2,"Tạm ổn nhưng độ ồn yếu, hay giật lag.",2024-12-10 14:46:00
862,303,Màn hình M1103,Màn hình,2,"Giá chưa tương xứng, độ chuẩn màu dưới kỳ vọng.",2024-07-30 11:00:00
728,125,Chuột M1355,Chuột,4,"Đáng mua, độ nhạy mượt, đóng gói cẩn thận.",2025-05-16 14:13:00
188,225,Tai nghe A415,Tai nghe,1,"Dùng 1 thời gian ngắn đã gặp lỗi, kết nối Bluetooth tệ.",2024-02-17 07:44:00
268,250,Máy in P1510,Máy in,4,"Hài lòng, tốc độ in tốt, giao hàng nhanh.",2024-01-17 23:58:00
134,361,Tablet T301,Máy tính bảng,3,"Mức trung bình, bút cảm ứng ổn, giá hợp lý nhưng dịch vụ hậu mãi chưa tốt.",2025-09-03 04:39:00
312,384,Tablet T324,Máy tính bảng,2,"Giá chưa tương xứng, loa dưới kỳ vọng.",2024-05-16 08:22:00
894,238,Giày G878,Giày,3,"Dùng được, độ bền tạm được, giá hơi cao.",2025-04-06 11:45:00
622,295,Sách S1095,Sách,5,"Không có gì để chê, giấy in hoàn hảo!",2024-01-26 22:36:00
54,283,Màn hình M1133,Màn hình,1,"Trải nghiệm tệ, độ sáng kém; sản phẩm không đáng tiền.",2024-03-24 02:53:00
764,25,Balo B925,Balo,2,"Sản phẩm có điểm cộng nhỏ, nhưng đường may lỗi.",2025-04-30 06:59:00
592,33,Giày G833,Giày,1,"Dùng 1 thời gian ngắn đã gặp lỗi, êm ái tệ.",2025-08-12 22:59:00
957,406,Chuột M1356,Chuột,2,"Tạm ổn nhưng kết nối yếu, màu sắc không đúng mô tả.",2025-05-03 04:42:00
841,371,Router R1411,Router,5,"Rất ưng ý, độ ổn định xuất sắc, dịch vụ hỗ trợ tốt!",2025-08-29 06:43:00
727,60,Điện thoại X160 Pro,Điện thoại,5,"Tuyệt vời, sạc nhanh vượt kỳ vọng, giá hợp lý!",2024-03-15 22:04:00
124,236,Sách S1036,Sách,3,"Mức trung bình, biên tập ổn, giao hàng nhanh nhưng đóng gói sơ sài.",2024-02-24 00:07:00
110,459,Đồng hồ S509,Đồng hồ thông minh,2,"Tạm ổn nhưng theo dõi sức khỏe yếu, hay giật lag.",2025-09-27 23:10:00
81,26,Tai nghe A426,Tai nghe,3,"Dùng được, chống ồn tạm được, bị trầy nhẹ khi nhận.",2024-04-13 18:00:00
257,199,Chuột M1359,Chuột,1,"Dùng 1 thời gian ngắn đã gặp lỗi, kết nối tệ.",2024-10-22 11:46:00
436,317,Tai nghe A437,Tai nghe,1,"Rất thất vọng: độ thoải mái cực kỳ yếu, kết nối không ổn định.",2024-10-23 18:28:00
823,430,Tablet T310,Máy tính bảng,1,"Trải nghiệm tệ, bút cảm ứng kém; sản phẩm không đáng tiền.",2024-11-21 21:56:00
124,334,Màn hình M1134,Màn hình,5,"Tuyệt vời, độ chuẩn màu vượt kỳ vọng, giá hợp lý!",2024-07-09 18:00:00
77,218,Router R1418,Router,4,"Đáng mua, tốc độ mượt, đóng gói cẩn thận.",2024-09-30 23:36:00
701,417,Bàn phím K1257,Bàn phím,4,"Hài lòng, độ nảy tốt, giao hàng nhanh.",2025-09-12 07:46:00
803,336,Máy ảnh C616,Máy ảnh,1,"Rất thất vọng: chất lượng ảnh cực kỳ yếu, hay giật lag.",2024-04-25 14:06:00
785,369,Chuột M1319,Chuột,3,"Dùng được, kết nối tạm được, bị trầy nhẹ khi nhận.",2024-05-25 11:12:00
124,401,Giày G801,Giày,4,"Hài lòng, êm ái tốt, dịch vụ hỗ trợ tốt.",2024-11-02 04:01:00
735,169,Laptop L209 Ultra,Laptop,3,"Ổn trong tầm giá, hiệu năng vừa phải.",2024-04-16 13:45:00
859,365,Router R1405,Router,2,"Giá chưa tương xứng, độ ổn định dưới kỳ vọng.",2024-04-24 22:32:00
969,361,Tablet T301,Máy tính bảng,4,"Hài lòng, màn hình tốt, phụ kiện đầy đủ.",2025-09-09 02:26:00
296,184,Sách S1084,Sách,1,"Rất thất vọng: biên tập cực kỳ yếu, độ bền kém.",2025-04-08 02:12:00
601,77,Tai nghe A407,Tai nghe,4,"Hài lòng, kết nối Bluetooth tốt, giá hợp lý.",2025-06-07 15:02:00
177,379,Laptop L259 Ultra,Laptop,4,"Chất lượng ổn định, bàn phím đáng khen, dịch vụ hỗ trợ tốt.",2025-01-03 20:09:00
120,491,Laptop L211 Ultra,Laptop,1,"Trải nghiệm tệ, tản nhiệt kém; sản phẩm không đáng tiền.",2024-05-19 18:20:00
921,347,Điện thoại X177 Pro,Điện thoại,4,"Hài lòng, camera tốt, giao hàng nhanh.",2025-07-06 05:27:00
304,335,Áo thun Q765,Quần áo,2,"Sản phẩm có điểm cộng nhỏ, nhưng pin tụt nhanh.",2025-01-14 03:47:00
906,96,Tablet T336,Máy tính bảng,5,"Đáng tiền, màn hình cực kỳ tốt, đóng gói cẩn thận!",2025-01-24 22:09:00
531,480,Sách S1080,Sách,2,"Sản phẩm có điểm cộng nhỏ, nhưng máy nóng.",2025-03-11 03:47:00
120,26,Tai nghe A426,Tai nghe,2,"Giá chưa tương xứng, kết nối Bluetooth dưới kỳ vọng.",2024-06-20 11:54:00
158,350,Máy ảnh C630,Máy ảnh,3,"Ổn trong tầm giá, ổn định hình ảnh vừa phải.",2024-10-11 13:06:00
644,306,Laptop L266 Ultra,Laptop,3,"Không nổi bật, thời lượng pin bình thường, giá hợp lý.",2024-04-12 11:59:00
120,324,Sách S1024,Sách,4,"Hài lòng, nội dung tốt, dễ sử dụng.",2024-09-18 12:37:00
437,335,Áo thun Q765,Quần áo,1,"Rất thất vọng: chất vải cực kỳ yếu, pin tụt nhanh.",2024-10-06 17:06:00
55,273,Máy in P1503,Máy in,2,"Sản phẩm có điểm cộng nhỏ, nhưng máy nóng.",2024-12-26 15:05:00
852,278,Tai nghe A468,Tai nghe,4,"Đáng mua, âm bass mượt, thiết kế đẹp.",2024-01-19 13:19:00
116,313,Tai nghe A433,Tai nghe,4,"Chất lượng ổn định, kết nối Bluetooth đáng khen, dịch vụ hỗ trợ tốt.",2024-06-29 02:49:00
307,175,Màn hình M1125,Màn hình,3,"Mức trung bình, độ chuẩn màu ổn, phụ kiện đầy đủ nhưng giá hơi cao.",2025-02-16 19:25:00
591,69,Đồng hồ S519,Đồng hồ thông minh,3,"Ổn trong tầm giá, pin vừa phải.",2024-01-21 21:09:00
789,435,Tablet T315,Máy tính bảng,1,"Dùng 1 thời gian ngắn đã gặp lỗi, đa nhiệm tệ.",2024-05-01 10:54:00
5,327,Chuột M1347,Chuột,1,"Dùng 1 thời gian ngắn đã gặp lỗi, kết nối tệ.",2024-02-17 14:24:00
339,294,Điện thoại X124 Pro,Điện thoại,2,"Giá chưa tương xứng, hiệu năng dưới kỳ vọng.",2024-06-04 20:07:00
617,401,Giày G801,Giày,3,"Không nổi bật, độ bám bình thường, đóng gói cẩn thận.",2024-11-17 08:25:00
281,352,Router R1432,Router,2,"Giá chưa tương xứng, độ ổn định dưới kỳ vọng.",2024-05-17 16:04:00
437,456,Balo B936,Balo,1,"Rất thất vọng: ngăn chứa cực kỳ yếu, kết nối không ổn định.",2024-09-15 21:26:00
441,157,Đồng hồ S507,Đồng hồ thông minh,4,"Trải nghiệm tốt, độ chính xác đáp ứng nhu cầu.",2024-02-21 01:26:00
340,189,Router R1429,Router,1,"Trải nghiệm tệ, tốc độ kém; sản phẩm không đáng tiền.",2024-07-06 06:48:00
174,6,Tai nghe A406,Tai nghe,4,"Chất lượng ổn định, độ thoải mái đáng khen, thiết kế đẹp.",2025-07-10 05:38:00
316,310,Máy ảnh C630,Máy ảnh,3,"Không nổi bật, ổn định hình ảnh bình thường, dịch vụ hỗ trợ tốt.",2025-01-10 16:10:00
54,124,Router R1404,Router,2,"Giá chưa tương xứng, độ ổn định dưới kỳ vọng.",2025-04-16 23:18:00
360,87,Tai nghe A417,Tai nghe,1,"Rất thất vọng: âm bass cực kỳ yếu, kết nối không ổn định.",2024-05-22 21:08:00
998,392,Điện thoại X132 Pro,Điện thoại,4,"Trải nghiệm tốt, sạc nhanh đáp ứng nhu cầu.",2025-05-10 22:31:00
347,435,Tablet T315,Máy tính bảng,2,"Giá chưa tương xứng, loa dưới kỳ vọng.",2025-01-23 08:35:00
440,309,Router R1429,Router,4,"Chất lượng ổn định, vùng phủ đáng khen, thiết kế đẹp.",2024-05-13 21:54:00
927,240,Laptop L200 Ultra,Laptop,5,"Tuyệt vời, thời lượng pin vượt kỳ vọng, giá hợp lý!",2024-05-22 18:16:00
470,268,Balo B958,Balo,2,"Sản phẩm có điểm cộng nhỏ, nhưng hay giật lag.",2025-06-02 08:28:00
909,392,Điện thoại X132 Pro,Điện thoại,2,"Giá chưa tương xứng, pin dưới kỳ vọng.",2025-06-14 19:42:00
803,376,Balo B926,Balo,4,"Đáng mua, ngăn chứa mượt, giá hợp lý.",2024-02-07 08:47:00
192,243,Máy in P1503,Máy in,1,"Trải nghiệm tệ, chất lượng bản in kém; sản phẩm không đáng tiền.",2025-09-10 07:33:00
865,175,Màn hình M1125,Màn hình,1,"Rất thất vọng: độ chuẩn màu cực kỳ yếu, màu sắc không đúng mô tả.",2024-06-29 12:27:00
757,420,Bàn phím K1200,Bàn phím,1,"Rất thất vọng: hành trình phím cực kỳ yếu, kết nối không ổn định.",2024-02-10 23:54:00
523,152,Tablet T332,Máy tính bảng,1,"Rất thất vọng: đa nhiệm cực kỳ yếu, độ bền kém.",2024-05-07 02:26:00
917,125,Chuột M1355,Chuột,4,"Hài lòng, cầm nắm tốt, đóng gói cẩn thận.",2024-01-18 21:57:00
418,472,Máy ảnh C632,Máy ảnh,4,"Trải nghiệm tốt, lấy nét đáp ứng nhu cầu.",2025-06-06 07:48:00
819,322,Máy in P1522,Máy in,3,"Không nổi bật, chất lượng bản in bình thường, giá hợp lý.",2024-01-15 15:13:00
444,158,Bàn phím K1238,Bàn phím,2,"Tạm ổn nhưng độ ồn yếu, đường may lỗi.",2025-03-04 00:19:00
487,297,Tai nghe A417,Tai nghe,3,"Mức trung bình, chống ồn ổn, giao hàng nhanh nhưng giá hơi cao.",2024-08-07 00:44:00
697,119,Bàn phím K1259,Bàn phím,2,"Sản phẩm có điểm cộng nhỏ, nhưng màu sắc không đúng mô tả.",2024-07-07 02:24:00
971,473,Máy in P1523,Máy in,5,"Không có gì để chê, chi phí mực hoàn hảo!",2024-03-05 08:29:00
770,73,Máy in P1513,Máy in,2,"Giá chưa tương xứng, tốc độ in dưới kỳ vọng.",2025-08-18 13:04:00
635,148,Màn hình M1148,Màn hình,1,"Dùng 1 thời gian ngắn đã gặp lỗi, độ phân giải tệ.",2024-06-11 06:53:00
155,212,Balo B902,Balo,1,"Chất lượng kém, chất liệu không như mô tả, màu sắc không đúng mô tả.",2025-03-19 03:56:00
